user,film,rating,film_id,favorite
jsalvasoler,Harry Potter and the Half-Blood Prince,,51385,0.0
jsalvasoler,Ice Age: Dawn of the Dinosaurs,,47781,0.0
jsalvasoler,Exam,,32433,0.0
jsalvasoler,Transformers: Revenge of the Fallen,,47769,0.0
jsalvasoler,The Hangover,2.5,40100,0.0
jsalvasoler,Inglourious Basterds,,41352,0.0
jsalvasoler,Angels & Demons,2.0,43882,0.0
jsalvasoler,Up,,43302,0.0
jsalvasoler,Monsters vs Aliens,,42315,0.0
jsalvasoler,The Pink Panther 2,,42554,0.0
jsalvasoler,The International,,49040,0.0
jsalvasoler,Moon,,41012,0.0
jsalvasoler,Spread,,39349,0.0
jsalvasoler,Seven Pounds,,45412,0.0
jsalvasoler,The Curious Case of Benjamin Button,,49075,0.0
jsalvasoler,Gran Torino,,44042,0.0
jsalvasoler,Twilight,,47469,0.0
jsalvasoler,Bolt,,44189,0.0
jsalvasoler,Madagascar: Escape 2 Africa,,46145,0.0
jsalvasoler,Vicky Cristina Barcelona,3.0,48992,0.0
jsalvasoler,The Flyboys,,38785,0.0
jsalvasoler,Star Wars: The Clone Wars,,44724,0.0
jsalvasoler,The Dark Knight,,51896,0.0
jsalvasoler,Hancock,,47474,0.0
jsalvasoler,Mamma Mia!,,45120,0.0
jsalvasoler,WALL·E,,45994,0.0
jsalvasoler,The Happening,,47668,0.0
jsalvasoler,Kung Fu Panda,,47098,0.0
jsalvasoler,Indiana Jones and the Kingdom of the Crystal Skull,2.5,51839,0.0
jsalvasoler,Slumdog Millionaire,,44613,0.0
jsalvasoler,The Boy in the Striped Pyjamas,1.5,42983,0.0
jsalvasoler,Iron Man,2.5,50825,0.0
jsalvasoler,The Wave,,47981,0.0
jsalvasoler,21,,47900,0.0
jsalvasoler,Astérix at the Olympic Games,,50279,0.0
jsalvasoler,The Oxford Murders,,44666,0.0
jsalvasoler,Cloverfield,,48106,0.0
jsalvasoler,I Am Legend,,48296,0.0
jsalvasoler,Winx Club: The Secret of the Lost Kingdom,,67255,0.0
jsalvasoler,The Mist,,48602,0.0
jsalvasoler,Fermat's Room,,48783,0.0
jsalvasoler,Into the Wild,,48571,0.0
jsalvasoler,The Nanny Diaries,,44589,0.0
jsalvasoler,The Bourne Ultimatum,,50223,0.0
jsalvasoler,Harry Potter and the Order of the Phoenix,,51449,0.0
jsalvasoler,Transformers,3.5,50742,0.0
jsalvasoler,Ratatouille,,50558,0.0
jsalvasoler,Surf's Up,,47188,0.0
jsalvasoler,No Country for Old Men,,48140,0.0
jsalvasoler,Pirates of the Caribbean: At World's End,,51773,0.0
jsalvasoler,Meet the Robinsons,,51115,0.0
jsalvasoler,Zodiac,3.0,50659,0.0
jsalvasoler,Death at a Funeral,,50442,0.0
jsalvasoler,Freedom Writers,,50896,0.0
jsalvasoler,The Pursuit of Happyness,,51061,0.0
jsalvasoler,Happy Feet,,46779,0.0
jsalvasoler,Casino Royale,,27809,0.0
jsalvasoler,Flushed Away,,45132,0.0
jsalvasoler,The Prestige,3.5,51147,0.0
jsalvasoler,The Departed,4.0,51042,0.0
jsalvasoler,This Is England,,45000,0.0
jsalvasoler,Babel,2.0,51140,0.0
jsalvasoler,The Kovak Box,,43679,0.0
jsalvasoler,Superman Returns,,51020,0.0
jsalvasoler,Pirates of the Caribbean: Dead Man's Chest,,51989,0.0
jsalvasoler,The Da Vinci Code,,51530,0.0
jsalvasoler,Mission: Impossible III,,51204,0.0
jsalvasoler,The Lives of Others,4.0,51538,0.0
jsalvasoler,Cars,,51233,0.0
jsalvasoler,Little Miss Sunshine,,51379,0.0
jsalvasoler,Bandidas,,50639,0.0
jsalvasoler,V for Vendetta,,51400,0.0
jsalvasoler,"The Chronicles of Narnia: The Lion, the Witch and the Wardrobe",,51679,0.0
jsalvasoler,Harry Potter and the Goblet of Fire,,51450,0.0
jsalvasoler,Chicken Little,,46658,0.0
jsalvasoler,Match Point,3.0,51934,0.0
jsalvasoler,Oliver Twist,,51799,0.0
jsalvasoler,A History of Violence,,51988,0.0
jsalvasoler,Flightplan,3.0,47278,0.0
jsalvasoler,Pride & Prejudice,3.5,49390,0.0
jsalvasoler,Wallace & Gromit: The Curse of the Were-Rabbit,,51584,0.0
jsalvasoler,Brokeback Mountain,3.0,51909,0.0
jsalvasoler,The Island,,50906,0.0
jsalvasoler,Charlie and the Chocolate Factory,,51932,0.0
jsalvasoler,Fantastic Four,,46869,0.0
jsalvasoler,War of the Worlds,,51976,0.0
jsalvasoler,Batman Begins,,51784,0.0
jsalvasoler,Madagascar,3.0,51207,0.0
jsalvasoler,Star Wars: Episode III - Revenge of the Sith,,50709,0.0
jsalvasoler,Robots,,46706,0.0
jsalvasoler,The Pacifier,,46620,0.0
jsalvasoler,Coach Carter,,48101,0.0
jsalvasoler,Million Dollar Baby,,51979,0.0
jsalvasoler,Howl's Moving Castle,,49062,0.0
jsalvasoler,The SpongeBob SquarePants Movie,,44965,0.0
jsalvasoler,The Incredibles,,46806,0.0
jsalvasoler,The Polar Express,,48883,0.0
jsalvasoler,Barbie as The Princess & the Pauper,,42550,0.0
jsalvasoler,Shark Tale,,46117,0.0
jsalvasoler,Crash,,50902,0.0
jsalvasoler,Collateral,1.5,50995,0.0
jsalvasoler,"I, Robot",,50568,0.0
jsalvasoler,The Bourne Supremacy,,50224,0.0
jsalvasoler,Spider-Man 2,,51560,0.0
jsalvasoler,The Notebook,,45667,0.0
jsalvasoler,The Terminal,,51527,0.0
jsalvasoler,Harry Potter and the Prisoner of Azkaban,,51451,0.0
jsalvasoler,Fahrenheit 9/11,,50803,0.0
jsalvasoler,The Day After Tomorrow,,51660,0.0
jsalvasoler,Shrek 2,,51343,0.0
jsalvasoler,Pinocchio 3000,,37559,0.0
jsalvasoler,Troy,,51472,0.0
jsalvasoler,Kill Bill: Vol. 2,,51696,0.0
jsalvasoler,Eternal Sunshine of the Spotless Mind,2.0,2683,0.0
jsalvasoler,The Chorus,,48801,0.0
jsalvasoler,Before Sunset,3.5,51970,0.0
jsalvasoler,Super Size Me,,47223,0.0
jsalvasoler,The Last Samurai,,51507,0.0
jsalvasoler,The Lord of the Rings: The Return of the King,,51928,0.0
jsalvasoler,Master and Commander: The Far Side of the World,,47671,0.0
jsalvasoler,The Matrix Revolutions,,51516,0.0
jsalvasoler,Brother Bear,,46633,0.0
jsalvasoler,Kill Bill: Vol. 1,,2694,0.0
jsalvasoler,Barbie of Swan Lake,,42667,0.0
jsalvasoler,Lost in Translation,3.5,51898,0.0
jsalvasoler,S.W.A.T.,,47335,0.0
jsalvasoler,Pirates of the Caribbean: The Curse of the Black Pearl,,2695,0.0
jsalvasoler,Sinbad: Legend of the Seven Seas,,43115,0.0
jsalvasoler,Finding Nemo,,2705,0.0
jsalvasoler,The Matrix Reloaded,,51517,0.0
jsalvasoler,Doraemon: Nobita and the Windmasters,,80915,0.0
jsalvasoler,The Life of David Gale,4.0,45136,0.0
jsalvasoler,Ben Hur,,357,0.0
jsalvasoler,Good Bye Lenin!,,51724,0.0
jsalvasoler,Catch Me If You Can,,51484,0.0
jsalvasoler,The Lord of the Rings: The Two Towers,,51929,0.0
jsalvasoler,Harry Potter and the Chamber of Secrets,,51452,0.0
jsalvasoler,Bowling for Columbine,,51035,0.0
jsalvasoler,Signs,3.5,50152,0.0
jsalvasoler,Lilo & Stitch,,45204,0.0
jsalvasoler,Minority Report,,51871,0.0
jsalvasoler,The Bourne Identity,,50225,0.0
jsalvasoler,Spirit: Stallion of the Cimarron,3.0,47420,0.0
jsalvasoler,The Pianist,4.5,51672,0.0
jsalvasoler,Insomnia,,51739,0.0
jsalvasoler,Star Wars: Episode II - Attack of the Clones,,50710,0.0
jsalvasoler,Spider-Man,,51561,0.0
jsalvasoler,Ice Age,,51670,0.0
jsalvasoler,Jimmy Neutron: Boy Genius,,44450,0.0
jsalvasoler,Black Hawk Down,,51297,0.0
jsalvasoler,A Beautiful Mind,,51648,0.0
jsalvasoler,The Lord of the Rings: The Fellowship of the Ring,,51930,0.0
jsalvasoler,Ocean's Eleven,1.5,51890,0.0
jsalvasoler,Harry Potter and the Philosopher's Stone,,51453,0.0
jsalvasoler,"Monsters, Inc.",,51535,0.0
jsalvasoler,K-PAX,,51884,0.0
jsalvasoler,The Others,,50675,0.0
jsalvasoler,Spirited Away,4.0,51921,0.0
jsalvasoler,Atlantis: The Lost Empire,,45820,0.0
jsalvasoler,Pearl Harbor,1.5,51448,0.0
jsalvasoler,Shrek,,51344,0.0
jsalvasoler,Amélie,4.5,51858,0.0
jsalvasoler,Cast Away,,47778,0.0
jsalvasoler,Unbreakable,4.0,46866,0.0
jsalvasoler,Pay It Forward,,46027,0.0
jsalvasoler,Help! I'm a Fish,,44432,0.0
jsalvasoler,Memento,2.5,51973,0.0
jsalvasoler,Space Cowboys,,48794,0.0
jsalvasoler,The Perfect Storm,,50499,0.0
jsalvasoler,Billy Elliot,,51978,0.0
jsalvasoler,Gladiator,,51952,0.0
jsalvasoler,The Green Mile,,51613,0.0
jsalvasoler,Toy Story 2,,51289,0.0
jsalvasoler,Fight Club,4.0,51568,0.0
jsalvasoler,American Beauty,,2703,0.0
jsalvasoler,Being John Malkovich,4.0,51618,0.0
jsalvasoler,The Ninth Gate,,51502,0.0
jsalvasoler,The Sixth Sense,,51407,0.0
jsalvasoler,Tarzan,,27285,0.0
jsalvasoler,Star Wars: Episode I - The Phantom Menace,,50711,0.0
jsalvasoler,Notting Hill,3.0,51601,0.0
jsalvasoler,A Midsummer Night's Dream,,46441,0.0
jsalvasoler,10 Things I Hate About You,3.0,49047,0.0
jsalvasoler,The Matrix,,51518,0.0
jsalvasoler,Saving Private Ryan,,51295,0.0
jsalvasoler,Mulan,,46001,0.0
jsalvasoler,The Truman Show,3.5,27256,0.0
jsalvasoler,Life Is Beautiful,,51487,0.0
jsalvasoler,Good Will Hunting,,51621,0.0
jsalvasoler,Titanic,,51524,0.0
jsalvasoler,Seven Years in Tibet,,51191,0.0
jsalvasoler,Gattaca,,51370,0.0
jsalvasoler,The Full Monty,,47170,0.0
jsalvasoler,Air Force One,,46838,0.0
jsalvasoler,Princess Mononoke,,51922,0.0
jsalvasoler,Perfect Blue,,46175,0.0
jsalvasoler,Men in Black,,51514,0.0
jsalvasoler,Independence Day,,51519,0.0
jsalvasoler,Fargo,,51781,0.0
jsalvasoler,Trainspotting,,51497,0.0
jsalvasoler,Beautiful Girls,,47309,0.0
jsalvasoler,Toy Story,,51290,0.0
jsalvasoler,Se7en,4.0,51345,0.0
jsalvasoler,Babe,,47003,0.0
jsalvasoler,Whisper of the Heart,4.0,26713,0.0
jsalvasoler,Braveheart,,51855,0.0
jsalvasoler,The Usual Suspects,,51495,0.0
jsalvasoler,Before Sunrise,3.0,51974,0.0
jsalvasoler,The Shawshank Redemption,3.5,51778,0.0
jsalvasoler,Forrest Gump,,2704,0.0
jsalvasoler,The Browning Version,,15819,0.0
jsalvasoler,Pulp Fiction,,51444,0.0
jsalvasoler,The Lion King,,47677,0.0
jsalvasoler,Schindler's List,4.0,51671,0.0
jsalvasoler,What's Eating Gilbert Grape,3.5,50947,0.0
jsalvasoler,Jurassic Park,,51733,0.0
jsalvasoler,Dracula,,48454,0.0
jsalvasoler,Unforgiven,5.0,2685,0.0
jsalvasoler,Porco Rosso,3.5,45130,0.0
jsalvasoler,Beethoven,,44994,0.0
jsalvasoler,Reservoir Dogs,,51610,0.0
jsalvasoler,Terminator 2: Judgment Day,,51776,0.0
jsalvasoler,Thelma & Louise,,50992,0.0
jsalvasoler,The Silence of the Lambs,4.5,51782,0.0
jsalvasoler,The Godfather: Part III,4.0,51814,0.0
jsalvasoler,Edward Scissorhands,,51889,0.0
jsalvasoler,Home Alone,,51381,0.0
jsalvasoler,Kiki's Delivery Service,,41360,0.0
jsalvasoler,Dead Poets Society,,51846,0.0
jsalvasoler,Indiana Jones and the Last Crusade,5.0,51961,1.0
jsalvasoler,Do the Right Thing,4.0,51228,0.0
jsalvasoler,Rain Man,,51705,0.0
jsalvasoler,Mississippi Burning,3.0,50909,0.0
jsalvasoler,Cinema Paradiso,,45493,0.0
jsalvasoler,My Neighbor Totoro,2.5,47756,0.0
jsalvasoler,The Last Emperor,,51406,0.0
jsalvasoler,The Mosquito Coast,,45586,0.0
jsalvasoler,Come and See,2.5,36192,0.0
jsalvasoler,Back to the Future,,51945,0.0
jsalvasoler,The Goonies,,47254,0.0
jsalvasoler,Witness,,47311,0.0
jsalvasoler,Gremlins,,51226,0.0
jsalvasoler,Indiana Jones and the Temple of Doom,2.0,51963,0.0
jsalvasoler,Never Say Never Again,,27711,0.0
jsalvasoler,Return of the Jedi,,50712,0.0
jsalvasoler,Blade Runner,3.0,51972,0.0
jsalvasoler,E.T. the Extra-Terrestrial,3.0,51520,0.0
jsalvasoler,Raiders of the Lost Ark,5.0,51965,0.0
jsalvasoler,The Blues Brothers,,51592,0.0
jsalvasoler,The Shining,4.0,51432,0.0
jsalvasoler,The Empire Strikes Back,,50713,0.0
jsalvasoler,Life of Brian,,51537,0.0
jsalvasoler,Alien,3.0,51714,0.0
jsalvasoler,Apocalypse Now,,2690,0.0
jsalvasoler,Close Encounters of the Third Kind,,51312,0.0
jsalvasoler,Star Wars,,2706,0.0
jsalvasoler,The Rocky Horror Picture Show,,27698,0.0
jsalvasoler,Jaws,,51542,0.0
jsalvasoler,The Godfather: Part II,4.0,51816,0.0
jsalvasoler,The Godfather,4.0,51818,0.0
jsalvasoler,Take the Money and Run,,45259,0.0
jsalvasoler,The Party,,45890,0.0
jsalvasoler,The Dirty Dozen,,50888,0.0
jsalvasoler,Goldfinger,,51466,0.0
jsalvasoler,Zulu,,43096,0.0
jsalvasoler,From Russia with Love,,51467,0.0
jsalvasoler,Spartacus,,51196,0.0
jsalvasoler,Psycho,,51578,0.0
jsalvasoler,Cinderella,,45485,0.0
jsalvasoler,Casablanca,2.5,51770,0.0
jsalvasoler,They Died with Their Boots On,,41034,0.0
jsalvasoler,The Flying Deuces,,37587,0.0
jsalvasoler,The Adventures of Robin Hood,,45785,0.0
jsalvasoler,Snow White and the Seven Dwarfs,,51682,0.0
jsalvasoler,Modern Times,,49889,0.0
mateusoler,"Love, Death & Robots: Mason's Rats",,880320,0.0
mateusoler,"Love, Death & Robots: The Very Pulse of the Machine",,880312,0.0
mateusoler,Bad Travelling,,895012,0.0
mateusoler,"Love, Death & Robots: Night of the Mini Dead",,880316,0.0
mateusoler,"Love, Death & Robots: Three Robots: Exit Strategies",,880050,0.0
mateusoler,The Northman,4.0,565852,0.0
mateusoler,X,3.5,680358,0.0
mateusoler,The Unbearable Weight of Massive Talent,3.0,574385,0.0
mateusoler,Everything Everywhere All at Once,3.5,474474,0.0
mateusoler,The Batman,3.5,348914,0.0
mateusoler,Turning Red,3.0,438727,0.0
mateusoler,Harry Potter 20th Anniversary: Return to Hogwarts,,809443,0.0
mateusoler,Spider-Man: No Way Home,2.0,560787,0.0
mateusoler,Don't Look Up,3.0,572255,0.0
mateusoler,VOIR,,795963,0.0
mateusoler,West Side Story,3.5,441471,0.0
mateusoler,Licorice Pizza,4.0,641086,0.0
mateusoler,Ciao Alberto,,788275,0.0
mateusoler,All Too Well: The Short Film,,807762,0.0
mateusoler,Encanto,3.0,496592,0.0
mateusoler,No Time to Die,3.0,305964,0.0
mateusoler,Midnight Mass,3.0,774923,0.0
mateusoler,Squid Game,,787181,0.0
mateusoler,Scenes from a Marriage,,776444,0.0
mateusoler,The Guilty,3.0,496198,0.0
mateusoler,The Last Duel,3.5,544380,0.0
mateusoler,Last Night in Soho,3.5,505000,0.0
mateusoler,Dune,4.5,371378,0.0
mateusoler,Belfast,3.0,696630,0.0
mateusoler,The Card Counter,3.5,569563,0.0
mateusoler,The Power of the Dog,4.0,527841,0.0
mateusoler,The Hand of God,4.5,645598,0.0
mateusoler,Boiling Point,3.5,724225,0.0
mateusoler,After Blue (Dirty Paradise),,585618,0.0
